State,county_name,lat,lng,Percent_Republican,Percent_Democrat,Difference,Never,Rarely,Sometimes,Frequently,Always,Never_Rarely,Frequently_Always,Majority,White,Black,UnemploymentRate,Med_Household_Income,LessHS,HSGrad,Bachelors,GradProfDegree
West Virginia,Mercer County,37.4055,-81.1114,0.77,0.22,0.54,0.076,0.152,0.174,0.103,0.495,0.22799999999999998,0.598,Republican,0.91,0.06,0.0356,40784,0.17,0.39,0.13,0.07
West Virginia,Summers County,37.6559,-80.8586,0.73,0.26,0.47,0.053,0.104,0.166,0.111,0.567,0.157,0.6779999999999999,Republican,0.93,0.05,0.0517,38187,0.15,0.42,0.09,0.05
Georgia,Jones County,33.0251,-83.5605,0.67,0.33,0.34,0.049,0.087,0.226,0.209,0.43,0.136,0.639,Republican,0.73,0.25,0.0308,56020,0.11,0.39,0.12,0.08
Georgia,Echols County,30.7101,-82.894,0.87,0.12,0.76,0.097,0.073,0.182,0.202,0.446,0.16999999999999998,0.648,Republican,0.74,0.02,0.0182,39494,0.26,0.42,0.06,0.04
Missouri,Ste. Genevieve County,37.8944,-90.1945,0.7,0.29,0.41,0.025,0.14,0.144,0.311,0.38,0.165,0.6910000000000001,Republican,0.97,0.02,0.0221,60129,0.11,0.39,0.11,0.09
Montana,Pondera County,48.2277,-112.2263,0.68,0.3,0.38,0.123,0.175,0.17,0.142,0.39,0.298,0.532,Republican,0.81,0,0.0387,51151,0.07,0.33,0.19,0.05
Kentucky,Fayette County,38.0423,-84.4587,0.38,0.59,-0.21,0.031,0.051,0.066,0.202,0.65,0.08199999999999999,0.8520000000000001,Democrat,0.75,0.15,0.0344,57291,0.09,0.2,0.24,0.19
Alabama,DeKalb County,34.4598,-85.8041,0.84,0.15,0.7,0.084,0.051,0.106,0.179,0.58,0.135,0.7589999999999999,Republican,0.85,0.01,0.0217,40440,0.25,0.34,0.08,0.05
Kentucky,Muhlenberg County,37.2158,-87.142,0.74,0.25,0.49,0.035,0.154,0.123,0.2,0.488,0.189,0.688,Republican,0.93,0.05,0.0328,43590,0.18,0.45,0.08,0.05
South Carolina,Fairfield County,34.3951,-81.1212,0.38,0.61,-0.23,0.046,0.032,0.046,0.31,0.566,0.078,0.8759999999999999,Democrat,0.39,0.59,0.0323,38213,0.14,0.41,0.12,0.05
Georgia,Screven County,32.7506,-81.6119,0.59,0.4,0.19,0.198,0.069,0.081,0.242,0.41,0.267,0.6519999999999999,Republican,0.56,0.42,0.0435,39842,0.17,0.42,0.09,0.06
Kentucky,Laurel County,37.1107,-84.1178,0.83,0.16,0.67,0.201,0.047,0.083,0.152,0.517,0.248,0.669,Republican,0.97,0.01,0.0348,41526,0.19,0.39,0.09,0.06
Oregon,Jefferson County,44.6294,-121.1762,0.6,0.37,0.23,0.018,0.062,0.012,0.25,0.657,0.08,0.907,Republican,0.71,0.01,0.0468,53277,0.13,0.31,0.13,0.06
Georgia,Dodge County,32.1722,-83.1684,0.72,0.27,0.45,0.145,0.025,0.15,0.236,0.443,0.16999999999999998,0.679,Republican,0.67,0.29,0.0275,39302,0.14,0.44,0.1,0.04
Florida,Nassau County,30.6106,-81.8016,0.72,0.26,0.46,0.09,0.07,0.147,0.223,0.47,0.16,0.693,Republican,0.9,0.06,0.0224,69943,0.09,0.32,0.18,0.11
Maryland,Baltimore County,39.4627,-76.6393,0.35,0.62,-0.27,0.013,0.024,0.043,0.142,0.777,0.037,0.919,Democrat,0.61,0.29,0.0318,76866,0.09,0.26,0.23,0.17
Texas,Irion County,31.3039,-100.9824,0.85,0.13,0.72,0.009,0.047,0.058,0.276,0.61,0.056,0.886,Republican,0.76,0.04,0.0337,47500,0.07,0.38,0.12,0.03
South Dakota,Buffalo County,44.0763,-99.2048,0.33,0.64,-0.31,0.161,0.059,0.157,0.253,0.371,0.22,0.624,Democrat,0.14,0,0.1276,34808,0.22,0.4,0.07,0.02
New Mexico,Bernalillo County,35.0513,-106.6701,0.37,0.61,-0.24,0.036,0.014,0.057,0.135,0.758,0.049999999999999996,0.893,Democrat,0.74,0.03,0.0352,53329,0.11,0.23,0.19,0.16
Massachusetts,Bristol County,41.7972,-71.1144,0.43,0.55,-0.12,0.016,0.02,0.056,0.161,0.747,0.036000000000000004,0.908,Democrat,0.84,0.04,0.0351,69095,0.14,0.3,0.18,0.1
North Dakota,McHenry County,48.2346,-100.6363,0.79,0.19,0.6,0.206,0.132,0.124,0.263,0.275,0.33799999999999997,0.538,Republican,0.97,0,0.0153,64179,0.09,0.34,0.18,0.04
North Carolina,Beaufort County,35.494,-76.8598,0.62,0.37,0.26,0.037,0.08,0.041,0.219,0.623,0.11699999999999999,0.842,Republican,0.72,0.25,0.038,45212,0.12,0.33,0.13,0.08
North Dakota,Eddy County,47.7176,-98.9016,0.68,0.3,0.37,0.269,0.159,0.117,0.209,0.246,0.42800000000000005,0.45499999999999996,Republican,0.91,0,0.0074,54868,0.11,0.29,0.19,0.08
Wisconsin,Florence County,45.8485,-88.3981,0.73,0.27,0.46,0.053,0.073,0.143,0.238,0.494,0.126,0.732,Republican,0.98,0,0.0302,52181,0.07,0.38,0.14,0.06
Nebraska,Hamilton County,40.873,-98.0229,0.77,0.2,0.57,0.04,0.124,0.157,0.252,0.427,0.164,0.679,Republican,0.96,0,0.0204,64210,0.05,0.3,0.17,0.08
Arkansas,Pope County,35.4476,-93.0342,0.74,0.24,0.5,0.082,0.151,0.181,0.285,0.302,0.23299999999999998,0.587,Republican,0.91,0.03,0.0359,43462,0.16,0.35,0.15,0.08
Montana,Chouteau County,47.8806,-110.4352,0.64,0.33,0.3,0.196,0.135,0.171,0.152,0.346,0.331,0.498,Republican,0.78,0,0.0156,42298,0.07,0.34,0.23,0.06
New Mexico,De Baca County,34.3425,-104.412,0.73,0.26,0.47,0.036,0.069,0.085,0.098,0.712,0.10500000000000001,0.8099999999999999,Republican,0.67,0.02,0.0499,31625,0.16,0.36,0.07,0.06
Colorado,San Miguel County,38.0038,-108.4057,0.22,0.76,-0.54,0.043,0.058,0.074,0.26,0.565,0.101,0.825,Democrat,0.95,0,0.0195,67038,0.03,0.15,0.43,0.16
South Dakota,Hamlin County,44.6738,-97.1883,0.77,0.21,0.56,0.119,0.143,0.256,0.137,0.345,0.262,0.482,Republican,0.97,0,0.0173,67105,0.08,0.43,0.16,0.05
Virginia,Fredericksburg city,38.2992,-77.4872,0.31,0.66,-0.35,0.038,0.007,0.034,0.136,0.784,0.045,0.92,Democrat,0.62,0.22,0.034,65641,0.1,0.24,0.23,0.18
Illinois,Clinton County,38.6065,-89.4225,0.74,0.23,0.51,0.102,0.063,0.083,0.166,0.587,0.16499999999999998,0.753,Republican,0.94,0.03,0.0162,66639,0.1,0.32,0.15,0.07
Arkansas,Hot Spring County,34.3176,-92.946,0.73,0.25,0.49,0.059,0.086,0.079,0.216,0.56,0.145,0.776,Republican,0.85,0.11,0.0305,43889,0.14,0.39,0.09,0.05
North Carolina,Catawba County,35.662,-81.2151,0.68,0.31,0.37,0.035,0.07,0.13,0.214,0.551,0.10500000000000001,0.765,Republican,0.79,0.08,0.0405,52056,0.14,0.3,0.15,0.07
Mississippi,Chickasaw County,33.9208,-88.9479,0.51,0.47,0.04,0.07,0.134,0.088,0.182,0.525,0.20400000000000001,0.7070000000000001,Republican,0.5,0.44,0.0195,36548,0.25,0.38,0.1,0.03
Georgia,Heard County,33.297,-85.1283,0.84,0.15,0.69,0.126,0.094,0.166,0.144,0.471,0.22,0.615,Republican,0.87,0.09,0.0302,51358,0.2,0.45,0.04,0.05
South Dakota,Hutchinson County,43.3349,-97.7544,0.78,0.2,0.58,0.129,0.163,0.199,0.188,0.321,0.29200000000000004,0.509,Republican,0.97,0,0.0228,57089,0.12,0.33,0.19,0.06
Illinois,Morgan County,39.7156,-90.2015,0.65,0.33,0.32,0.05,0.062,0.177,0.178,0.533,0.112,0.7110000000000001,Republican,0.9,0.07,0.032,51437,0.09,0.4,0.13,0.06
Illinois,Rock Island County,41.4673,-90.5674,0.43,0.55,-0.12,0.078,0.025,0.066,0.235,0.596,0.10300000000000001,0.831,Democrat,0.8,0.1,0.0358,54858,0.11,0.29,0.15,0.08
South Dakota,Haakon County,44.2945,-101.5399,0.9,0.09,0.81,0.117,0.051,0.151,0.241,0.44,0.168,0.681,Republican,0.9,0,0.0073,42250,0.06,0.44,0.14,0.02
California,Riverside County,33.7437,-115.9938,0.45,0.53,-0.08,0.026,0.014,0.041,0.116,0.803,0.04,0.919,Democrat,0.6,0.07,0.0446,67005,0.18,0.27,0.14,0.08
Kansas,Ellsworth County,38.6966,-98.2047,0.75,0.23,0.52,0.174,0.133,0.133,0.187,0.373,0.307,0.56,Republican,0.91,0.03,0.0185,54902,0.08,0.34,0.13,0.06
Missouri,St. Francois County,37.8102,-90.4722,0.73,0.25,0.48,0.103,0.12,0.085,0.264,0.428,0.22299999999999998,0.692,Republican,0.93,0.04,0.0264,46466,0.15,0.37,0.08,0.06
Illinois,Cumberland County,39.2734,-88.2402,0.79,0.2,0.59,0.095,0.075,0.194,0.212,0.424,0.16999999999999998,0.636,Republican,0.97,0,0.0194,56206,0.09,0.4,0.11,0.05
Kansas,Cloud County,39.4803,-97.6493,0.76,0.21,0.55,0.154,0.077,0.118,0.217,0.434,0.23099999999999998,0.651,Republican,0.95,0.02,0.0265,45373,0.07,0.32,0.14,0.1
Nevada,Elko County,41.1458,-115.3577,0.76,0.21,0.55,0.021,0.046,0.19,0.364,0.379,0.067,0.743,Republican,0.86,0.01,0.0324,81232,0.14,0.33,0.1,0.06
Oregon,Sherman County,45.4052,-120.6894,0.76,0.22,0.55,0.008,0.014,0.046,0.271,0.66,0.022,0.931,Republican,0.92,0,0.0241,51071,0.11,0.32,0.12,0.05
Iowa,Linn County,42.079,-91.599,0.42,0.56,-0.14,0.039,0.081,0.115,0.201,0.563,0.12,0.764,Democrat,0.88,0.06,0.0256,64903,0.06,0.27,0.23,0.1
Minnesota,Douglas County,45.9337,-95.4535,0.65,0.33,0.33,0.099,0.178,0.148,0.225,0.35,0.277,0.575,Republican,0.97,0,0.0162,63819,0.05,0.29,0.18,0.08
Georgia,Crawford County,32.7145,-83.9863,0.73,0.26,0.46,0.057,0.051,0.231,0.192,0.468,0.108,0.66,Republican,0.75,0.22,0.0437,46283,0.17,0.4,0.05,0.05
Illinois,Winnebago County,42.3363,-89.1609,0.48,0.5,-0.03,0.031,0.03,0.089,0.193,0.657,0.061,0.8500000000000001,Democrat,0.79,0.13,0.0522,54489,0.12,0.32,0.14,0.08
Louisiana,St. James Parish,30.0263,-90.7963,0.47,0.52,-0.04,0.034,0.099,0.202,0.061,0.603,0.133,0.6639999999999999,Democrat,0.49,0.5,0.0345,51603,0.15,0.41,0.12,0.05
Virginia,Williamsburg city,37.2692,-76.7076,0.29,0.7,-0.41,0.005,0.009,0.001,0.249,0.737,0.013999999999999999,0.986,Democrat,0.73,0.15,0.0289,57463,0.05,0.19,0.27,0.3
Alabama,Russell County,32.2884,-85.1849,0.46,0.53,-0.06,0.069,0.067,0.08,0.213,0.57,0.136,0.7829999999999999,Democrat,0.49,0.44,0.0357,42443,0.16,0.31,0.11,0.06
Illinois,Will County,41.445,-87.9786,0.45,0.53,-0.08,0.041,0.024,0.062,0.134,0.739,0.065,0.873,Democrat,0.73,0.11,0.0322,86961,0.09,0.27,0.22,0.12
North Dakota,Foster County,47.4571,-98.883,0.77,0.21,0.56,0.265,0.081,0.081,0.27,0.304,0.34600000000000003,0.5740000000000001,Republican,0.96,0,0.0034,61425,0.1,0.26,0.21,0.06
Oklahoma,Pittsburg County,34.9239,-95.7484,0.77,0.21,0.56,0.117,0.112,0.153,0.36,0.258,0.229,0.618,Republican,0.73,0.03,0.0335,46784,0.13,0.38,0.11,0.05
Virginia,Highland County,38.3623,-79.5686,0.71,0.27,0.44,0.059,0.041,0.103,0.197,0.599,0.1,0.796,Republican,0.99,0,0.0172,48587,0.11,0.39,0.13,0.09
Florida,Liberty County,30.2414,-84.8829,0.8,0.19,0.6,0.022,0.023,0.205,0.268,0.482,0.045,0.75,Republican,0.8,0.16,0.0275,38015,0.19,0.46,0.09,0.05
Wisconsin,Green County,42.68,-89.6022,0.48,0.51,-0.03,0.092,0.084,0.119,0.269,0.436,0.176,0.7050000000000001,Democrat,0.96,0.01,0.014,64502,0.08,0.35,0.16,0.08
Missouri,Iron County,37.5552,-90.7735,0.78,0.21,0.58,0.133,0.091,0.072,0.28,0.423,0.224,0.7030000000000001,Republican,0.96,0.01,0.0316,37435,0.18,0.41,0.08,0.03
Kentucky,Bell County,36.7306,-83.6741,0.81,0.18,0.63,0.146,0.094,0.12,0.199,0.44,0.24,0.639,Republican,0.95,0.03,0.0387,26272,0.3,0.38,0.04,0.05
Ohio,Union County,40.2994,-83.3716,0.65,0.33,0.31,0.175,0.018,0.099,0.245,0.463,0.19299999999999998,0.708,Republican,0.91,0.03,0.0123,86715,0.07,0.32,0.23,0.12
Colorado,San Juan County,37.764,-107.6762,0.36,0.61,-0.25,0.032,0.038,0.097,0.27,0.563,0.07,0.833,Democrat,0.97,0,0.0134,54625,0.06,0.26,0.26,0.09
Minnesota,Isanti County,45.5615,-93.2951,0.68,0.29,0.39,0.104,0.099,0.215,0.14,0.442,0.203,0.5820000000000001,Republican,0.95,0,0.0277,74616,0.07,0.35,0.13,0.06
Florida,Dixie County,29.6082,-83.1588,0.83,0.17,0.66,0.071,0.095,0.119,0.318,0.397,0.16599999999999998,0.7150000000000001,Republican,0.86,0.09,0.0182,39828,0.22,0.43,0.07,0.04
Iowa,Jefferson County,41.0318,-91.9489,0.5,0.48,0.01,0.074,0.116,0.221,0.191,0.398,0.19,0.589,Republican,0.83,0.07,0.0413,47708,0.07,0.28,0.18,0.14
Pennsylvania,Montour County,41.0279,-76.6586,0.6,0.38,0.21,0.042,0.022,0.079,0.143,0.714,0.064,0.857,Republican,0.94,0.02,0.0118,58333,0.09,0.4,0.17,0.15
Tennessee,Sumner County,36.4694,-86.4604,0.69,0.3,0.39,0.104,0.069,0.14,0.196,0.49,0.173,0.6859999999999999,Republican,0.87,0.07,0.0198,67204,0.1,0.31,0.19,0.09
Missouri,Cedar County,37.7239,-93.8566,0.82,0.16,0.66,0.275,0.056,0.173,0.155,0.341,0.331,0.496,Republican,0.96,0,0.0352,39365,0.12,0.41,0.09,0.05
Texas,Brown County,31.7743,-98.9998,0.86,0.13,0.73,0.085,0.077,0.066,0.239,0.534,0.162,0.773,Republican,0.91,0.04,0.0233,48365,0.13,0.36,0.14,0.05
North Carolina,Yancey County,35.8989,-82.3076,0.66,0.32,0.34,0.028,0.019,0.063,0.224,0.665,0.047,0.889,Republican,0.96,0.01,0.0267,42222,0.15,0.33,0.12,0.08
Ohio,Lucas County,41.6199,-83.6583,0.41,0.58,-0.17,0.078,0.056,0.111,0.189,0.566,0.134,0.7549999999999999,Democrat,0.72,0.19,0.0454,48736,0.11,0.3,0.16,0.1
Idaho,Adams County,44.8896,-116.4538,0.75,0.23,0.52,0.094,0.216,0.218,0.218,0.254,0.31,0.472,Republican,0.95,0,0.0427,48856,0.1,0.35,0.12,0.09
Pennsylvania,Crawford County,41.6847,-80.1063,0.68,0.31,0.37,0.024,0.016,0.136,0.266,0.558,0.04,0.8240000000000001,Republican,0.95,0.02,0.0308,50304,0.11,0.46,0.13,0.08
Florida,Gadsden County,30.5795,-84.6136,0.31,0.68,-0.37,0.06,0.033,0.104,0.227,0.575,0.093,0.8019999999999999,Democrat,0.4,0.56,0.035,41401,0.2,0.36,0.11,0.06
Georgia,Emanuel County,32.5897,-82.3017,0.69,0.3,0.39,0.062,0.044,0.142,0.252,0.5,0.106,0.752,Republican,0.62,0.34,0.0365,37453,0.21,0.41,0.06,0.07
Florida,Osceola County,28.0627,-81.1495,0.43,0.56,-0.14,0.025,0.022,0.058,0.176,0.72,0.047,0.8959999999999999,Democrat,0.73,0.11,0.0337,52279,0.13,0.31,0.15,0.07
West Virginia,Logan County,37.8315,-81.9353,0.81,0.18,0.63,0.082,0.11,0.116,0.247,0.445,0.192,0.692,Republican,0.97,0.02,0.0604,36168,0.2,0.44,0.06,0.04
California,Sacramento County,38.4493,-121.3443,0.36,0.61,-0.25,0.025,0.028,0.062,0.164,0.722,0.053000000000000005,0.886,Democrat,0.57,0.1,0.0409,67151,0.12,0.22,0.2,0.1
Arkansas,Franklin County,35.5123,-93.8906,0.8,0.18,0.61,0.149,0.079,0.245,0.187,0.34,0.22799999999999998,0.527,Republican,0.94,0.01,0.0151,38923,0.16,0.41,0.1,0.02
Nebraska,Blaine County,41.9128,-99.9768,0.88,0.11,0.77,0.176,0.103,0.123,0.305,0.293,0.27899999999999997,0.598,Republican,1,0,0,51094,0.05,0.31,0.14,0.09
Georgia,Elbert County,34.1168,-82.8401,0.68,0.31,0.36,0.132,0.177,0.081,0.107,0.503,0.309,0.61,Republican,0.68,0.3,0.0402,38678,0.22,0.41,0.07,0.05
Oklahoma,Texas County,36.7479,-101.4901,0.82,0.16,0.65,0.123,0.12,0.102,0.225,0.43,0.243,0.655,Republican,0.63,0.02,0.0193,52282,0.28,0.26,0.17,0.05
Missouri,New Madrid County,36.5946,-89.6517,0.75,0.24,0.51,0.098,0.112,0.149,0.18,0.461,0.21000000000000002,0.641,Republican,0.82,0.15,0.0331,38679,0.21,0.47,0.06,0.06
New Hampshire,Belknap County,43.5179,-71.4227,0.54,0.44,0.1,0.114,0.02,0.11,0.158,0.598,0.134,0.756,Republican,0.96,0.01,0.0251,69447,0.07,0.29,0.2,0.13
Texas,Kerr County,30.0615,-99.35,0.75,0.24,0.52,0.059,0.149,0.167,0.154,0.472,0.208,0.626,Republican,0.88,0.01,0.0286,55990,0.11,0.27,0.18,0.1
Alabama,Clay County,33.269,-85.8606,0.81,0.18,0.63,0.148,0.158,0.195,0.169,0.329,0.306,0.498,Republican,0.83,0.16,0.0291,40845,0.23,0.38,0.06,0.05
Georgia,Cherokee County,34.2439,-84.4762,0.69,0.3,0.39,0.049,0.054,0.1,0.213,0.584,0.10300000000000001,0.7969999999999999,Republican,0.86,0.07,0.025,82740,0.08,0.22,0.26,0.12
North Carolina,Cleveland County,35.3341,-81.5555,0.66,0.33,0.33,0.062,0.121,0.094,0.151,0.573,0.183,0.724,Republican,0.75,0.21,0.0463,42247,0.16,0.34,0.11,0.07
Mississippi,Marion County,31.2308,-89.8224,0.68,0.31,0.37,0.137,0.096,0.103,0.255,0.408,0.233,0.663,Republican,0.65,0.33,0.0258,32090,0.18,0.39,0.08,0.04
Nebraska,Sheridan County,42.5048,-102.4089,0.85,0.13,0.73,0.248,0.083,0.094,0.333,0.242,0.331,0.575,Republican,0.83,0.02,0.011,45371,0.09,0.33,0.16,0.07
Texas,Jackson County,28.9542,-96.5776,0.83,0.16,0.66,0.02,0.062,0.146,0.075,0.696,0.082,0.7709999999999999,Republican,0.87,0.07,0.0201,62806,0.18,0.31,0.12,0.04
Texas,Cameron County,26.1334,-97.5181,0.43,0.56,-0.13,0.035,0.061,0.034,0.056,0.813,0.096,0.869,Democrat,0.94,0.01,0.0322,38758,0.32,0.26,0.12,0.05
Arkansas,Clay County,36.3683,-90.4175,0.79,0.19,0.6,0.082,0.124,0.157,0.242,0.395,0.20600000000000002,0.637,Republican,0.96,0.01,0.029,37233,0.18,0.42,0.07,0.05
New York,Delaware County,42.1981,-74.9665,0.58,0.4,0.18,0.057,0.053,0.034,0.112,0.744,0.11,0.856,Republican,0.95,0.02,0.0255,49544,0.11,0.38,0.13,0.1
Georgia,Warren County,33.4089,-82.6768,0.44,0.55,-0.11,0.095,0.065,0.14,0.226,0.474,0.16,0.7,Democrat,0.37,0.61,0.0249,37203,0.27,0.4,0.08,0.04
Minnesota,Faribault County,43.6739,-93.9479,0.66,0.32,0.34,0.078,0.158,0.163,0.261,0.34,0.236,0.601,Republican,0.97,0,0.0211,53156,0.07,0.38,0.14,0.04
Virginia,Goochland County,37.7217,-77.916,0.59,0.39,0.19,0.034,0.043,0.065,0.097,0.761,0.077,0.858,Republican,0.8,0.16,0.0212,93994,0.09,0.24,0.26,0.16
Kentucky,Clinton County,36.7274,-85.1362,0.87,0.12,0.75,0.096,0.115,0.248,0.165,0.375,0.21100000000000002,0.54,Republican,0.97,0,0.0294,32184,0.27,0.4,0.06,0.04
South Carolina,Kershaw County,34.3388,-80.5902,0.61,0.38,0.23,0.062,0.019,0.114,0.189,0.616,0.081,0.8049999999999999,Republican,0.71,0.24,0.033,51479,0.12,0.37,0.13,0.08
Mississippi,Coahoma County,34.2292,-90.6027,0.28,0.71,-0.43,0.038,0.056,0.118,0.33,0.459,0.094,0.789,Democrat,0.21,0.78,0.0795,29121,0.2,0.25,0.1,0.06
Georgia,Henry County,33.453,-84.1542,0.39,0.6,-0.2,0.103,0.048,0.091,0.181,0.578,0.151,0.7589999999999999,Democrat,0.48,0.44,0.0379,71288,0.09,0.32,0.18,0.1
California,Modoc County,41.5898,-120.725,0.72,0.27,0.45,0.068,0.019,0.095,0.204,0.615,0.08700000000000001,0.819,Republican,0.9,0.02,0.0377,45507,0.15,0.33,0.09,0.06
Wisconsin,Winnebago County,44.0689,-88.6446,0.51,0.47,0.04,0.074,0.194,0.126,0.156,0.45,0.268,0.606,Republican,0.92,0.02,0.0199,58543,0.07,0.33,0.2,0.08
Indiana,Boone County,40.0508,-86.4687,0.58,0.4,0.18,0.052,0.085,0.142,0.308,0.413,0.137,0.721,Republican,0.93,0.02,0.0134,83077,0.06,0.19,0.29,0.2
North Carolina,Washington County,35.8226,-76.5775,0.45,0.55,-0.1,0.113,0.053,0.057,0.301,0.476,0.166,0.7769999999999999,Democrat,0.46,0.47,0.0355,35979,0.16,0.37,0.08,0.03
Oregon,Wasco County,45.16,-121.1678,0.5,0.47,0.03,0.019,0.034,0.069,0.197,0.681,0.053000000000000005,0.8780000000000001,Republican,0.88,0,0.0265,53105,0.14,0.29,0.12,0.07
Florida,Marion County,29.2102,-82.0567,0.63,0.37,0.26,0.046,0.087,0.121,0.203,0.543,0.133,0.746,Republican,0.82,0.13,0.0387,45371,0.12,0.37,0.13,0.07
Minnesota,Houston County,43.6714,-91.4929,0.55,0.42,0.13,0.072,0.08,0.086,0.283,0.478,0.152,0.7609999999999999,Republican,0.97,0.01,0.012,60382,0.05,0.34,0.17,0.07
Montana,Fallon County,46.334,-104.4174,0.87,0.11,0.76,0.118,0.199,0.146,0.296,0.24,0.317,0.536,Republican,0.95,0,0.0079,64545,0.05,0.38,0.14,0.05
Idaho,Minidoka County,42.8543,-113.6375,0.78,0.19,0.59,0.134,0.219,0.106,0.152,0.39,0.353,0.542,Republican,0.94,0,0.0235,53370,0.21,0.32,0.09,0.05
Ohio,Fairfield County,39.7516,-82.6306,0.61,0.37,0.23,0.1,0.095,0.135,0.142,0.527,0.195,0.669,Republican,0.87,0.07,0.0251,67609,0.07,0.34,0.18,0.1
Oregon,Multnomah County,45.5468,-122.4147,0.18,0.79,-0.61,0.013,0.016,0.054,0.178,0.738,0.028999999999999998,0.9159999999999999,Democrat,0.78,0.05,0.0342,69176,0.09,0.17,0.28,0.18
Tennessee,Haywood County,35.5832,-89.2838,0.45,0.54,-0.09,0.086,0.026,0.169,0.155,0.565,0.11199999999999999,0.72,Democrat,0.47,0.51,0.0377,37905,0.18,0.47,0.06,0.05
North Dakota,Cavalier County,48.7723,-98.4648,0.74,0.23,0.51,0.146,0.272,0.165,0.222,0.195,0.41800000000000004,0.41700000000000004,Republican,0.95,0,0.0092,64798,0.08,0.31,0.16,0.04
Kentucky,Todd County,36.8357,-87.1792,0.76,0.22,0.53,0.058,0.147,0.135,0.266,0.394,0.205,0.66,Republican,0.87,0.08,0.0393,44005,0.23,0.4,0.08,0.05
Rhode Island,Newport County,41.5564,-71.2368,0.34,0.64,-0.3,0.004,0.006,0.046,0.129,0.815,0.01,0.944,Democrat,0.9,0.04,0.0262,79454,0.06,0.22,0.29,0.2
Maryland,Calvert County,38.5434,-76.5687,0.52,0.46,0.06,0.049,0.049,0.071,0.11,0.72,0.098,0.83,Republican,0.81,0.12,0.0285,109313,0.05,0.3,0.18,0.14
Ohio,Scioto County,38.804,-82.9928,0.71,0.28,0.42,0.121,0.096,0.242,0.156,0.387,0.217,0.543,Republican,0.94,0.03,0.0378,41330,0.15,0.41,0.09,0.07
California,Nevada County,39.3014,-120.7685,0.41,0.56,-0.15,0.003,0.054,0.084,0.177,0.682,0.057,0.859,Democrat,0.92,0.01,0.0253,66096,0.06,0.18,0.24,0.13
North Dakota,Traill County,47.4542,-97.1616,0.61,0.36,0.25,0.144,0.115,0.205,0.233,0.303,0.259,0.536,Republican,0.93,0.01,0.0193,64453,0.07,0.26,0.21,0.08
North Carolina,Surry County,36.4148,-80.6881,0.75,0.24,0.51,0.019,0.041,0.1,0.382,0.458,0.06,0.8400000000000001,Republican,0.91,0.04,0.0224,43597,0.21,0.29,0.12,0.06
Maryland,St. Mary's County,38.3024,-76.6058,0.55,0.42,0.14,0.04,0.009,0.036,0.152,0.763,0.049,0.915,Republican,0.78,0.15,0.0212,89845,0.1,0.3,0.19,0.13
New York,Yates County,42.6334,-77.1055,0.58,0.39,0.19,0,0.006,0.023,0.087,0.884,0.006,0.971,Republican,0.96,0.01,0.0243,56563,0.14,0.33,0.14,0.11
Florida,Columbia County,30.2242,-82.6215,0.72,0.27,0.45,0.047,0.026,0.288,0.254,0.385,0.073,0.639,Republican,0.77,0.18,0.0444,46494,0.14,0.37,0.1,0.05
Kansas,Franklin County,38.5645,-95.2859,0.68,0.3,0.38,0.063,0.06,0.159,0.354,0.364,0.123,0.718,Republican,0.93,0.01,0.0245,56582,0.08,0.38,0.13,0.07
Arkansas,Izard County,36.0949,-91.9134,0.8,0.18,0.62,0.086,0.121,0.133,0.23,0.43,0.207,0.66,Republican,0.94,0.02,0.0391,42876,0.16,0.38,0.09,0.04
Washington,Grant County,47.2057,-119.4518,0.66,0.31,0.34,0.032,0.052,0.108,0.146,0.661,0.08399999999999999,0.807,Republican,0.69,0.01,0.0383,55556,0.23,0.27,0.12,0.05
Colorado,Summit County,39.6342,-106.1164,0.29,0.68,-0.4,0,0.001,0.064,0.151,0.784,0.001,0.935,Democrat,0.91,0.01,0.0247,79277,0.07,0.18,0.38,0.15
Texas,Potter County,35.4013,-101.8939,0.68,0.3,0.39,0.067,0.063,0.113,0.272,0.485,0.13,0.757,Republican,0.78,0.1,0.0205,42528,0.23,0.32,0.1,0.05
Ohio,Miami County,40.0535,-84.2289,0.71,0.27,0.44,0.077,0.07,0.19,0.227,0.436,0.14700000000000002,0.663,Republican,0.94,0.02,0.0309,61041,0.09,0.37,0.14,0.09
Nevada,Storey County,39.4469,-119.5293,0.66,0.31,0.35,0.015,0.038,0.039,0.126,0.782,0.053,0.908,Republican,0.88,0.02,0.0148,66292,0.06,0.28,0.22,0.1
Indiana,Crawford County,38.2924,-86.4517,0.7,0.27,0.43,0.067,0.089,0.118,0.261,0.465,0.156,0.726,Republican,0.97,0,0.0194,41662,0.2,0.46,0.06,0.04
Texas,Brazoria County,29.1897,-95.4519,0.58,0.4,0.18,0.021,0.042,0.075,0.17,0.691,0.063,0.861,Republican,0.72,0.14,0.0283,81447,0.12,0.26,0.2,0.1
Nebraska,Cheyenne County,41.2198,-102.995,0.8,0.18,0.62,0.116,0.159,0.164,0.338,0.223,0.275,0.561,Republican,0.95,0.01,0.016,53871,0.06,0.28,0.19,0.06
Virginia,Buckingham County,37.5722,-78.5288,0.56,0.43,0.13,0.02,0.01,0.124,0.132,0.714,0.03,0.846,Republican,0.62,0.34,0.0354,49025,0.2,0.43,0.07,0.05
